"DiaGap [mm]","max(CoreLoss) [kW]","max(CoreLoss(Rotor_1)) [kW]","max(CoreLoss(Stator_Lamination_Primitive)) [kW]","max(EddyCurrentLoss) [kW]","max(EddyCurrentLoss(Rotor_1)) [kW]","max(EddyCurrentLoss(Stator_Lamination_Primitive)) [kW]","max(ExcessLoss) [kW]","max(ExcessLoss(Rotor_1)) [kW]","max(ExcessLoss(Stator_Lamination_Primitive)) [kW]","max(HysteresisLoss) [kW]","max(HysteresisLoss(Rotor_1)) [kW]","max(HysteresisLoss(Stator_Lamination_Primitive)) [kW]","max(SolidLoss) [kW]","max(StrandedLoss) [kW]","max(StrandedLossAC) [kW]","max(StrandedLossR) [kW]"
250,0.803459854482036,0.148314963390534,0.65697802692216,0.574162357499466,0.108159740218234,0.470084004304336,0,0,0,0.22929749698257,0.0401552231722998,0.18914227381027,4.74414879787195,3.59905108488174,3.59905108488174,0
