"DiaGap [mm]","max(CoreLoss) [kW]","max(CoreLoss(Rotor_1)) [kW]","max(CoreLoss(Stator_Lamination_Primitive)) [kW]","max(EddyCurrentLoss) [kW]","max(EddyCurrentLoss(Rotor_1)) [kW]","max(EddyCurrentLoss(Stator_Lamination_Primitive)) [kW]","max(ExcessLoss) [kW]","max(ExcessLoss(Rotor_1)) [kW]","max(ExcessLoss(Stator_Lamination_Primitive)) [kW]","max(HysteresisLoss) [kW]","max(HysteresisLoss(Rotor_1)) [kW]","max(HysteresisLoss(Stator_Lamination_Primitive)) [kW]","max(SolidLoss) [kW]","max(StrandedLoss) [kW]","max(StrandedLossAC) [kW]","max(StrandedLossR) [kW]"
250,0.805713351952547,0.148301765369637,0.65741158658291,0.576039309128589,0.108160763357553,0.467882889681113,0,0,0,0.229674042823959,0.0401453459221608,0.189528696901798,3.10891790444041,3.59905108488174,3.59905108488174,0
