"DiaGap [mm]","max(CoreLoss) [kW]","max(CoreLoss(Rotor_1)) [kW]","max(CoreLoss(Stator_Lamination_Primitive)) [kW]","max(EddyCurrentLoss) [kW]","max(EddyCurrentLoss(Rotor_1)) [kW]","max(EddyCurrentLoss(Stator_Lamination_Primitive)) [kW]","max(ExcessLoss) [kW]","max(ExcessLoss(Rotor_1)) [kW]","max(ExcessLoss(Stator_Lamination_Primitive)) [kW]","max(HysteresisLoss) [kW]","max(HysteresisLoss(Rotor_1)) [kW]","max(HysteresisLoss(Stator_Lamination_Primitive)) [kW]","max(SolidLoss) [kW]","max(StrandedLoss) [kW]","max(StrandedLossAC) [kW]","max(StrandedLossR) [kW]"
250,0.807164456959084,0.149058866600556,0.658105590358528,0.577238076997805,0.10874213836062,0.468497074551064,0,0,0,0.22992637996128,0.0403178641538149,0.189608515807465,3.22169775080157,3.59905108488174,3.59905108488174,0
