"DiaGap [mm]","max(CoreLoss) [kW]","max(CoreLoss(Rotor_1)) [kW]","max(CoreLoss(Stator_Lamination_Primitive)) [kW]","max(EddyCurrentLoss) [kW]","max(EddyCurrentLoss(Rotor_1)) [kW]","max(EddyCurrentLoss(Stator_Lamination_Primitive)) [kW]","max(ExcessLoss) [kW]","max(ExcessLoss(Rotor_1)) [kW]","max(ExcessLoss(Stator_Lamination_Primitive)) [kW]","max(HysteresisLoss) [kW]","max(HysteresisLoss(Rotor_1)) [kW]","max(HysteresisLoss(Stator_Lamination_Primitive)) [kW]","max(SolidLoss) [kW]","max(StrandedLoss) [kW]","max(StrandedLossAC) [kW]","max(StrandedLossR) [kW]"
250,0.805088762614775,0.147743264295723,0.657345498319052,0.575558138112567,0.107800959600193,0.467839285762622,0,0,0,0.22953062450221,0.0400244119457772,0.189506212556433,2.70445609338388,3.59905108488174,3.59905108488174,0
